"","adsh","cik","name","sic","countryba","stprba","cityba","zipba","bas1","bas2","baph","countryma","stprma","cityma","zipma","mas1","mas2","countryinc","stprinc","ein","former","changed","afs","wksi","fye","form","period","fy","fp","filed","accepted","prevrpt","detail","instance","nciks","aciks","Quarter_Year"
"323","0001359841-22-000108",1359841,"HANESBRANDS INC.",5600,"US","NC","WINSTON-SALEM","27105","1000 EAST HANES MILL ROAD","","(336) 519-8080","US","NC","WINSTON-SALEM","27105","1000 EAST HANES MILL ROAD","","US","MD",203552316,"",NA,"1-LAF",0,1231,"8-K",2022-04-30,NA,"",2022-05-05,2022-05-05 07:02:00,0,0,"hbi-20220505_htm.xml",1,"","Q2_2022"
"324","0001050797-22-000021",1050797,"COLUMBIA SPORTSWEAR CO",2300,"US","OR","PORTLAND","97229","14375 NW SCIENCE PARK DRIVE","","503 985 4000","US","OR","PORTLAND","97229","14375 NW SCIENCE PARK DRIVE","","US","OR",930498284,"",NA,"1-LAF",0,1231,"8-K",2022-04-30,NA,"",2022-04-28,2022-04-28 16:07:00,0,0,"colm-20220428_htm.xml",1,"","Q2_2022"
"325","0001193125-22-123762",1359841,"HANESBRANDS INC.",5600,"US","NC","WINSTON-SALEM","27105","1000 EAST HANES MILL ROAD","","(336) 519-8080","US","NC","WINSTON-SALEM","27105","1000 EAST HANES MILL ROAD","","US","MD",203552316,"",NA,"1-LAF",0,1231,"8-K",2022-04-30,NA,"",2022-04-27,2022-04-27 16:42:00,0,0,"d327076d8k_htm.xml",1,"","Q2_2022"
"326","0001564590-22-015689",1065837,"SKECHERS USA INC",3140,"US","CA","MANHATTAN BEACH","90266","228 MANHATTAN BEACH BLVD","","3103183100","US","CA","MANHATTAN BEACH","90266","228 MANHATTAN BEACH BLVD","","US","DE",954376145,"",NA,"1-LAF",0,1231,"8-K",2022-04-30,NA,"",2022-04-26,2022-04-26 16:16:00,0,0,"skx-8k_20220426_htm.xml",1,"","Q2_2022"
"327","0001564590-22-014469",1065837,"SKECHERS USA INC",3140,"US","CA","MANHATTAN BEACH","90266","228 MANHATTAN BEACH BLVD","","3103183100","US","CA","MANHATTAN BEACH","90266","228 MANHATTAN BEACH BLVD","","US","DE",954376145,"",NA,"1-LAF",0,1231,"8-K",2022-03-31,NA,"",2022-04-14,2022-04-14 16:15:00,0,0,"skx-8k_20220414_htm.xml",1,"","Q1_2022"
"328","0001564590-22-013579",1065837,"SKECHERS USA INC",3140,"US","CA","MANHATTAN BEACH","90266","228 MANHATTAN BEACH BLVD","","3103183100","US","CA","MANHATTAN BEACH","90266","228 MANHATTAN BEACH BLVD","","US","DE",954376145,"",NA,"1-LAF",0,1231,"8-K",2022-03-31,NA,"",2022-04-05,2022-04-05 16:32:00,0,0,"skx-8k_20220401_htm.xml",1,"","Q1_2022"
"329","0001817358-22-000149",1817358,"ACADEMY SPORTS & OUTDOORS, INC.",5940,"US","TX","KATY","77449","1800 NORTH MASON ROAD","","(281) 646-5200","US","TX","KATY","77449","1800 NORTH MASON ROAD","","US","DE",851800912,"",NA,"1-LAF",0,131,"8-K",2022-08-31,NA,"",2022-09-01,2022-09-01 16:48:00,0,0,"aso-20220901_htm.xml",1,"","Q3_2022"
"330","0001817358-22-000156",1817358,"ACADEMY SPORTS & OUTDOORS, INC.",5940,"US","TX","KATY","77449","1800 NORTH MASON ROAD","","(281) 646-5200","US","TX","KATY","77449","1800 NORTH MASON ROAD","","US","DE",851800912,"",NA,"1-LAF",0,131,"8-K",2022-08-31,NA,"",2022-09-07,2022-09-07 08:06:00,0,0,"aso-20220907_htm.xml",1,"","Q3_2022"
"331","0001817358-22-000158",1817358,"ACADEMY SPORTS & OUTDOORS, INC.",5940,"US","TX","KATY","77449","1800 NORTH MASON ROAD","","(281) 646-5200","US","TX","KATY","77449","1800 NORTH MASON ROAD","","US","DE",851800912,"",NA,"1-LAF",0,131,"10-Q",2022-07-31,2022,"Q2",2022-09-07,2022-09-07 16:06:00,0,1,"aso-20220730_htm.xml",1,"","Q3_2022"
"332","0000950170-22-018237",1808997,"AMERICAN OUTDOOR BRANDS, INC.",3949,"US","MO","COLUMBIA","65202","1800 NORTH ROUTE Z, SUITE A","","(800) 338-9585","US","MO","COLUMBIA","65202","1800 NORTH ROUTE Z, SUITE A","","US","DE",844630928,"AMERICAN OUTDOOR BRANDS,INC.",20200602,"2-ACC",0,430,"8-K",2022-08-31,NA,"",2022-09-08,2022-09-08 16:05:00,0,0,"aout-20220908_htm.xml",1,"","Q3_2022"
"333","0000950170-22-018242",1808997,"AMERICAN OUTDOOR BRANDS, INC.",3949,"US","MO","COLUMBIA","65202","1800 NORTH ROUTE Z, SUITE A","","(800) 338-9585","US","MO","COLUMBIA","65202","1800 NORTH ROUTE Z, SUITE A","","US","DE",844630928,"AMERICAN OUTDOOR BRANDS,INC.",20200602,"2-ACC",0,430,"8-K",2022-08-31,NA,"",2022-09-08,2022-09-08 16:09:00,0,0,"aout-20220908_htm.xml",1,"","Q3_2022"
"334","0000950170-22-018247",1808997,"AMERICAN OUTDOOR BRANDS, INC.",3949,"US","MO","COLUMBIA","65202","1800 NORTH ROUTE Z, SUITE A","","(800) 338-9585","US","MO","COLUMBIA","65202","1800 NORTH ROUTE Z, SUITE A","","US","DE",844630928,"AMERICAN OUTDOOR BRANDS,INC.",20200602,"2-ACC",0,430,"10-Q",2022-07-31,2023,"Q1",2022-09-08,2022-09-08 16:17:00,0,1,"aout-20220731_htm.xml",1,"","Q3_2022"
"335","0001050797-22-000068",1050797,"COLUMBIA SPORTSWEAR CO",2300,"US","OR","PORTLAND","97229","14375 NW SCIENCE PARK DRIVE","","503 985 4000","US","OR","PORTLAND","97229","14375 NW SCIENCE PARK DRIVE","","US","OR",930498284,"",NA,"1-LAF",0,1231,"8-K",2022-09-30,NA,"",2022-09-22,2022-09-22 08:29:00,0,0,"colm-20220922_htm.xml",1,"","Q3_2022"
"336","0000950170-22-018899",1808997,"AMERICAN OUTDOOR BRANDS, INC.",3949,"US","MO","COLUMBIA","65202","1800 NORTH ROUTE Z, SUITE A","","(800) 338-9585","US","MO","COLUMBIA","65202","1800 NORTH ROUTE Z, SUITE A","","US","DE",844630928,"AMERICAN OUTDOOR BRANDS,INC.",20200602,"2-ACC",0,430,"8-K",2022-09-30,NA,"",2022-09-27,2022-09-27 16:16:00,0,0,"aout-20220922_htm.xml",1,"","Q3_2022"
"337","0001171843-22-006297",788329,"JOHNSON OUTDOORS INC",3949,"US","WI","RACINE","53403-1015","555 MAIN STREET","","2626316600","US","WI","RACINE","53403-1015","555 MAIN STREET","STE 023","US","WI",391536083,"JOHNSON WORLDWIDE ASSOCIATES INC",19920703,"1-LAF",0,930,"8-K",2022-09-30,NA,"",2022-09-29,2022-09-29 06:30:00,0,0,"f8k_092822_htm.xml",1,"","Q3_2022"
"338","0000950170-22-019077",1808997,"AMERICAN OUTDOOR BRANDS, INC.",3949,"US","MO","COLUMBIA","65202","1800 NORTH ROUTE Z, SUITE A","","(800) 338-9585","US","MO","COLUMBIA","65202","1800 NORTH ROUTE Z, SUITE A","","US","DE",844630928,"AMERICAN OUTDOOR BRANDS,INC.",20200602,"2-ACC",0,430,"8-K",2022-09-30,NA,"",2022-09-30,2022-09-30 07:30:00,0,0,"aout-20220930_htm.xml",1,"","Q3_2022"
"339","0001193125-22-255482",1359841,"HANESBRANDS INC.",5600,"US","NC","WINSTON-SALEM","27105","1000 EAST HANES MILL ROAD","","(336) 519-8080","US","NC","WINSTON-SALEM","27105","1000 EAST HANES MILL ROAD","","US","MD",203552316,"",NA,"1-LAF",0,1231,"8-K",2022-09-30,NA,"",2022-09-30,2022-09-30 16:06:00,0,0,"d239533d8k_htm.xml",1,"","Q3_2022"
"340","0001359841-22-000123",1359841,"HANESBRANDS INC.",5600,"US","NC","WINSTON-SALEM","27105","1000 EAST HANES MILL ROAD","","(336) 519-8080","US","NC","WINSTON-SALEM","27105","1000 EAST HANES MILL ROAD","","US","MD",203552316,"",NA,"1-LAF",0,1231,"8-K",2022-07-31,NA,"",2022-08-11,2022-08-11 07:34:00,0,0,"hbi-20220811_htm.xml",1,"","Q3_2022"
"341","0001359841-22-000126",1359841,"HANESBRANDS INC.",5600,"US","NC","WINSTON-SALEM","27105","1000 EAST HANES MILL ROAD","","(336) 519-8080","US","NC","WINSTON-SALEM","27105","1000 EAST HANES MILL ROAD","","US","MD",203552316,"",NA,"1-LAF",0,1231,"10-Q",2022-06-30,2022,"Q2",2022-08-11,2022-08-11 14:23:00,0,1,"hbi-20220702_htm.xml",1,"","Q2_2022"
"342","0001564590-22-028465",1808997,"AMERICAN OUTDOOR BRANDS, INC.",3949,"US","MO","COLUMBIA","65202","1800 NORTH ROUTE Z, SUITE A","","(800) 338-9585","US","MO","COLUMBIA","65202","1800 NORTH ROUTE Z, SUITE A","","US","DE",844630928,"AMERICAN OUTDOOR BRANDS,INC.",20200602,"2-ACC",0,430,"8-K",2022-07-31,NA,"",2022-08-08,2022-08-08 16:41:00,0,0,"aout-8k_20220807_htm.xml",1,"","Q3_2022"
"343","0001616318-22-000115",1616318,"VISTA OUTDOOR INC.",3480,"US","MN","ANOKA","55303","1 VISTA WAY","","763-433-1000","US","MN","ANOKA","55303","1 VISTA WAY","","US","DE",471016855,"",NA,"1-LAF",0,331,"8-K",2022-07-31,NA,"",2022-08-08,2022-08-08 16:18:00,0,0,"vsto-20220808_htm.xml",1,"","Q3_2022"
"344","0001140361-22-028309",788329,"JOHNSON OUTDOORS INC",3949,"US","WI","RACINE","53403-1015","555 MAIN STREET","","2626316600","US","WI","RACINE","53403-1015","555 MAIN STREET","STE 023","US","WI",391536083,"JOHNSON WORLDWIDE ASSOCIATES INC",19920703,"1-LAF",0,930,"10-Q",2022-06-30,2022,"Q3",2022-08-05,2022-08-05 14:01:00,0,1,"jout-20220701_htm.xml",1,"","Q2_2022"
"345","0001171843-22-005386",788329,"JOHNSON OUTDOORS INC",3949,"US","WI","RACINE","53403-1015","555 MAIN STREET","","2626316600","US","WI","RACINE","53403-1015","555 MAIN STREET","STE 023","US","WI",391536083,"JOHNSON WORLDWIDE ASSOCIATES INC",19920703,"1-LAF",0,930,"8-K",2022-07-31,NA,"",2022-08-05,2022-08-05 06:01:00,0,0,"f8k_080422_htm.xml",1,"","Q3_2022"
"346","0001564590-22-028211",1065837,"SKECHERS USA INC",3140,"US","CA","MANHATTAN BEACH","90266","228 MANHATTAN BEACH BLVD","","3103183100","US","CA","MANHATTAN BEACH","90266","228 MANHATTAN BEACH BLVD","","US","DE",954376145,"",NA,"1-LAF",0,1231,"10-Q",2022-06-30,2022,"Q2",2022-08-05,2022-08-05 16:16:00,0,1,"skx-10q_20220630_htm.xml",1,"","Q2_2022"
"347","0001050797-22-000063",1050797,"COLUMBIA SPORTSWEAR CO",2300,"US","OR","PORTLAND","97229","14375 NW SCIENCE PARK DRIVE","","503 985 4000","US","OR","PORTLAND","97229","14375 NW SCIENCE PARK DRIVE","","US","OR",930498284,"",NA,"1-LAF",0,1231,"10-Q",2022-06-30,2022,"Q2",2022-08-04,2022-08-04 16:22:00,0,1,"colm-20220630_htm.xml",1,"","Q2_2022"
"348","0001171843-22-005242",788329,"JOHNSON OUTDOORS INC",3949,"US","WI","RACINE","53403-1015","555 MAIN STREET","","2626316600","US","WI","RACINE","53403-1015","555 MAIN STREET","STE 023","US","WI",391536083,"JOHNSON WORLDWIDE ASSOCIATES INC",19920703,"1-LAF",0,930,"8-K/A",2022-05-31,NA,"",2022-08-02,2022-08-02 12:34:00,0,0,"f8ka_080222_htm.xml",1,"","Q2_2022"
"349","0001616318-22-000113",1616318,"VISTA OUTDOOR INC.",3480,"US","MN","ANOKA","55303","1 VISTA WAY","","763-433-1000","US","MN","ANOKA","55303","1 VISTA WAY","","US","DE",471016855,"",NA,"1-LAF",0,331,"8-K",2022-07-31,NA,"",2022-07-29,2022-07-29 16:40:00,0,0,"vsto-20220729_htm.xml",1,"","Q3_2022"
"350","0001616318-22-000085",1616318,"VISTA OUTDOOR INC.",3480,"US","MN","ANOKA","55303","1 VISTA WAY","","763-433-1000","US","MN","ANOKA","55303","1 VISTA WAY","","US","DE",471016855,"",NA,"1-LAF",0,331,"8-K",2022-07-31,NA,"",2022-07-28,2022-07-27 21:05:00,0,0,"vsto-20220727_htm.xml",1,"","Q3_2022"
"351","0001616318-22-000089",1616318,"VISTA OUTDOOR INC.",3480,"US","MN","ANOKA","55303","1 VISTA WAY","","763-433-1000","US","MN","ANOKA","55303","1 VISTA WAY","","US","DE",471016855,"",NA,"1-LAF",0,331,"10-Q",2022-06-30,2023,"Q1",2022-07-28,2022-07-28 16:11:00,0,1,"vsto-20220626_htm.xml",1,"","Q2_2022"
"352","0001050797-22-000056",1050797,"COLUMBIA SPORTSWEAR CO",2300,"US","OR","PORTLAND","97229","14375 NW SCIENCE PARK DRIVE","","503 985 4000","US","OR","PORTLAND","97229","14375 NW SCIENCE PARK DRIVE","","US","OR",930498284,"",NA,"1-LAF",0,1231,"8-K",2022-07-31,NA,"",2022-07-27,2022-07-27 16:06:00,0,0,"colm-20220727_htm.xml",1,"","Q3_2022"
"353","0001564590-22-026483",1065837,"SKECHERS USA INC",3140,"US","CA","MANHATTAN BEACH","90266","228 MANHATTAN BEACH BLVD","","3103183100","US","CA","MANHATTAN BEACH","90266","228 MANHATTAN BEACH BLVD","","US","DE",954376145,"",NA,"1-LAF",0,1231,"8-K",2022-07-31,NA,"",2022-07-26,2022-07-26 16:16:00,0,0,"skx-8k_20220726_htm.xml",1,"","Q3_2022"
"354","0001817358-22-000140",1817358,"ACADEMY SPORTS & OUTDOORS, INC.",5940,"US","TX","KATY","77449","1800 NORTH MASON ROAD","","(281) 646-5200","US","TX","KATY","77449","1800 NORTH MASON ROAD","","US","DE",851800912,"",NA,"1-LAF",0,131,"8-K",2022-07-31,NA,"",2022-07-21,2022-07-21 09:23:00,0,0,"aso-20220721_htm.xml",1,"","Q3_2022"
"355","0001050797-22-000052",1050797,"COLUMBIA SPORTSWEAR CO",2300,"US","OR","PORTLAND","97229","14375 NW SCIENCE PARK DRIVE","","503 985 4000","US","OR","PORTLAND","97229","14375 NW SCIENCE PARK DRIVE","","US","OR",930498284,"",NA,"1-LAF",0,1231,"8-K",2022-06-30,NA,"",2022-07-18,2022-07-18 16:06:00,0,0,"colm-20220712_htm.xml",1,"","Q2_2022"
"356","0000950170-22-012694",1808997,"AMERICAN OUTDOOR BRANDS, INC.",3949,"US","MO","COLUMBIA","65202","1800 NORTH ROUTE Z, SUITE A","","(800) 338-9585","US","MO","COLUMBIA","65202","1800 NORTH ROUTE Z, SUITE A","","US","DE",844630928,"AMERICAN OUTDOOR BRANDS,INC.",20200602,"2-ACC",0,430,"8-K",2022-06-30,NA,"",2022-07-14,2022-07-14 16:06:00,0,0,"aout-20220714_htm.xml",1,"","Q2_2022"
"357","0000950170-22-012696",1808997,"AMERICAN OUTDOOR BRANDS, INC.",3949,"US","MO","COLUMBIA","65202","1800 NORTH ROUTE Z, SUITE A","","(800) 338-9585","US","MO","COLUMBIA","65202","1800 NORTH ROUTE Z, SUITE A","","US","DE",844630928,"AMERICAN OUTDOOR BRANDS,INC.",20200602,"2-ACC",0,430,"8-K",2022-06-30,NA,"",2022-07-14,2022-07-14 16:08:00,0,0,"aout-20220714_htm.xml",1,"","Q2_2022"
"358","0000950170-22-012698",1808997,"AMERICAN OUTDOOR BRANDS, INC.",3949,"US","MO","COLUMBIA","65202","1800 NORTH ROUTE Z, SUITE A","","(800) 338-9585","US","MO","COLUMBIA","65202","1800 NORTH ROUTE Z, SUITE A","","US","DE",844630928,"AMERICAN OUTDOOR BRANDS,INC.",20200602,"2-ACC",0,430,"10-K",2022-04-30,2022,"FY",2022-07-14,2022-07-14 16:18:00,0,1,"aout-20220430_htm.xml",1,"","Q2_2022"
"359","0001050797-22-000046",1050797,"COLUMBIA SPORTSWEAR CO",2300,"US","OR","PORTLAND","97229","14375 NW SCIENCE PARK DRIVE","","503 985 4000","US","OR","PORTLAND","97229","14375 NW SCIENCE PARK DRIVE","","US","OR",930498284,"",NA,"1-LAF",0,1231,"8-K",2022-06-30,NA,"",2022-07-13,2022-07-12 19:39:00,0,0,"colm-20220708_htm.xml",1,"","Q2_2022"
"360","0001616318-22-000082",1616318,"VISTA OUTDOOR INC.",3480,"US","MN","ANOKA","55303","1 VISTA WAY","","763-433-1000","US","MN","ANOKA","55303","1 VISTA WAY","","US","DE",471016855,"",NA,"1-LAF",0,331,"8-K",2022-06-30,NA,"",2022-07-06,2022-07-06 09:02:00,0,0,"vsto-20220706_htm.xml",1,"","Q2_2022"
"361","0001817358-22-000177",1817358,"ACADEMY SPORTS & OUTDOORS, INC.",5940,"US","TX","KATY","77449","1800 NORTH MASON ROAD","","(281) 646-5200","US","TX","KATY","77449","1800 NORTH MASON ROAD","","US","DE",851800912,"",NA,"1-LAF",0,131,"8-K",2022-11-30,NA,"",2022-12-06,2022-12-06 16:48:00,0,0,"aso-20221206_htm.xml",1,"","Q4_2022"
"362","0001817358-22-000180",1817358,"ACADEMY SPORTS & OUTDOORS, INC.",5940,"US","TX","KATY","77449","1800 NORTH MASON ROAD","","(281) 646-5200","US","TX","KATY","77449","1800 NORTH MASON ROAD","","US","DE",851800912,"",NA,"1-LAF",0,131,"8-K",2022-11-30,NA,"",2022-12-07,2022-12-07 08:06:00,0,0,"aso-20221207_htm.xml",1,"","Q4_2022"
"363","0001817358-22-000182",1817358,"ACADEMY SPORTS & OUTDOORS, INC.",5940,"US","TX","KATY","77449","1800 NORTH MASON ROAD","","(281) 646-5200","US","TX","KATY","77449","1800 NORTH MASON ROAD","","US","DE",851800912,"",NA,"1-LAF",0,131,"10-Q",2022-10-31,2022,"Q3",2022-12-07,2022-12-07 16:04:00,0,1,"aso-20221029_htm.xml",1,"","Q4_2022"
"364","0001171843-22-007906",788329,"JOHNSON OUTDOORS INC",3949,"US","WI","RACINE","53403-1015","555 MAIN STREET","","2626316600","US","WI","RACINE","53403-1015","555 MAIN STREET","STE 023","US","WI",391536083,"JOHNSON WORLDWIDE ASSOCIATES INC",19920703,"1-LAF",0,930,"8-K",2022-11-30,NA,"",2022-12-08,2022-12-08 08:29:00,0,0,"f8k_120822_htm.xml",1,"","Q4_2022"
"365","0001140361-22-045097",788329,"JOHNSON OUTDOORS INC",3949,"US","WI","RACINE","53403-1015","555 MAIN STREET","","2626316600","US","WI","RACINE","53403-1015","555 MAIN STREET","STE 023","US","WI",391536083,"JOHNSON WORLDWIDE ASSOCIATES INC",19920703,"2-ACC",0,930,"10-K",2022-09-30,2022,"FY",2022-12-09,2022-12-09 16:10:00,0,1,"jout-20220930_htm.xml",1,"","Q3_2022"
"366","0001171843-22-007926",788329,"JOHNSON OUTDOORS INC",3949,"US","WI","RACINE","53403-1015","555 MAIN STREET","","2626316600","US","WI","RACINE","53403-1015","555 MAIN STREET","STE 023","US","WI",391536083,"JOHNSON WORLDWIDE ASSOCIATES INC",19920703,"1-LAF",0,930,"8-K",2022-11-30,NA,"",2022-12-09,2022-12-09 06:30:00,0,0,"f8k_120822_htm.xml",1,"","Q4_2022"
"367","0001817358-22-000195",1817358,"ACADEMY SPORTS & OUTDOORS, INC.",5940,"US","TX","KATY","77449","1800 NORTH MASON ROAD","","(281) 646-5200","US","TX","KATY","77449","1800 NORTH MASON ROAD","","US","DE",851800912,"",NA,"1-LAF",0,131,"8-K",2022-11-30,NA,"",2022-12-15,2022-12-15 16:02:00,0,0,"aso-20221215_htm.xml",1,"","Q4_2022"
"368","0001140361-22-045961",788329,"JOHNSON OUTDOORS INC",3949,"US","WI","RACINE","53403-1015","555 MAIN STREET","","2626316600","US","WI","RACINE","53403-1015","555 MAIN STREET","STE 023","US","WI",391536083,"JOHNSON WORLDWIDE ASSOCIATES INC",19920703,"2-ACC",0,930,"8-K",2022-12-31,NA,"",2022-12-19,2022-12-19 09:01:00,0,0,"brhc10045377_8k_htm.xml",1,"","Q4_2022"
"369","0000950170-22-025953",1808997,"AMERICAN OUTDOOR BRANDS, INC.",3949,"US","MO","COLUMBIA","65202","1800 NORTH ROUTE Z, SUITE A","","(800) 338-9585","US","MO","COLUMBIA","65202","1800 NORTH ROUTE Z, SUITE A","","US","DE",844630928,"AMERICAN OUTDOOR BRANDS,INC.",20200602,"2-ACC",0,430,"8-K",2022-11-30,NA,"",2022-12-01,2022-12-01 16:06:00,0,0,"aout-20221201_htm.xml",1,"","Q4_2022"
"370","0000950170-22-025956",1808997,"AMERICAN OUTDOOR BRANDS, INC.",3949,"US","MO","COLUMBIA","65202","1800 NORTH ROUTE Z, SUITE A","","(800) 338-9585","US","MO","COLUMBIA","65202","1800 NORTH ROUTE Z, SUITE A","","US","DE",844630928,"AMERICAN OUTDOOR BRANDS,INC.",20200602,"2-ACC",0,430,"8-K",2022-11-30,NA,"",2022-12-01,2022-12-01 16:09:00,0,0,"aout-20221201_htm.xml",1,"","Q4_2022"
"371","0000950170-22-025957",1808997,"AMERICAN OUTDOOR BRANDS, INC.",3949,"US","MO","COLUMBIA","65202","1800 NORTH ROUTE Z, SUITE A","","(800) 338-9585","US","MO","COLUMBIA","65202","1800 NORTH ROUTE Z, SUITE A","","US","DE",844630928,"AMERICAN OUTDOOR BRANDS,INC.",20200602,"2-ACC",0,430,"10-Q",2022-10-31,2023,"Q2",2022-12-01,2022-12-01 16:17:00,0,1,"aout-20221031_htm.xml",1,"","Q4_2022"
"372","0001359841-22-000133",1359841,"HANESBRANDS INC.",5600,"US","NC","WINSTON-SALEM","27105","1000 EAST HANES MILL ROAD","","(336) 519-8080","US","NC","WINSTON-SALEM","27105","1000 EAST HANES MILL ROAD","","US","MD",203552316,"",NA,"1-LAF",0,1231,"8-K",2022-10-31,NA,"",2022-11-09,2022-11-09 07:19:00,0,0,"hbi-20221109_htm.xml",1,"","Q4_2022"
"373","0001359841-22-000136",1359841,"HANESBRANDS INC.",5600,"US","NC","WINSTON-SALEM","27105","1000 EAST HANES MILL ROAD","","(336) 519-8080","US","NC","WINSTON-SALEM","27105","1000 EAST HANES MILL ROAD","","US","MD",203552316,"",NA,"1-LAF",0,1231,"10-Q",2022-09-30,2022,"Q3",2022-11-09,2022-11-09 17:19:00,0,1,"hbi-20221001_htm.xml",1,"","Q3_2022"
"374","0001564590-22-036770",1065837,"SKECHERS USA INC",3140,"US","CA","MANHATTAN BEACH","90266","228 MANHATTAN BEACH BLVD","","3103183100","US","CA","MANHATTAN BEACH","90266","228 MANHATTAN BEACH BLVD","","US","DE",954376145,"",NA,"1-LAF",0,1231,"10-Q",2022-09-30,2022,"Q3",2022-11-04,2022-11-04 16:16:00,0,1,"skx-10q_20220930_htm.xml",1,"","Q3_2022"
"375","0001050797-22-000075",1050797,"COLUMBIA SPORTSWEAR CO",2300,"US","OR","PORTLAND","97229","14375 NW SCIENCE PARK DRIVE","","503 985 4000","US","OR","PORTLAND","97229","14375 NW SCIENCE PARK DRIVE","","US","OR",930498284,"",NA,"1-LAF",0,1231,"10-Q",2022-09-30,2022,"Q3",2022-11-03,2022-11-03 16:20:00,0,1,"colm-20220930_htm.xml",1,"","Q3_2022"
"376","0001616318-22-000130",1616318,"VISTA OUTDOOR INC.",3480,"US","MN","ANOKA","55303","1 VISTA WAY","","763-433-1000","US","MN","ANOKA","55303","1 VISTA WAY","","US","DE",471016855,"",NA,"1-LAF",0,331,"10-Q",2022-09-30,2023,"Q2",2022-11-03,2022-11-03 16:02:00,0,1,"vsto-20220925_htm.xml",1,"","Q3_2022"
"377","0001616318-22-000127",1616318,"VISTA OUTDOOR INC.",3480,"US","MN","ANOKA","55303","1 VISTA WAY","","763-433-1000","US","MN","ANOKA","55303","1 VISTA WAY","","US","DE",471016855,"",NA,"1-LAF",0,331,"8-K",2022-10-31,NA,"",2022-11-02,2022-11-02 17:03:00,0,0,"vsto-20221102_htm.xml",1,"","Q4_2022"
"378","0001050797-22-000071",1050797,"COLUMBIA SPORTSWEAR CO",2300,"US","OR","PORTLAND","97229","14375 NW SCIENCE PARK DRIVE","","503 985 4000","US","OR","PORTLAND","97229","14375 NW SCIENCE PARK DRIVE","","US","OR",930498284,"",NA,"1-LAF",0,1231,"8-K",2022-10-31,NA,"",2022-10-27,2022-10-27 16:06:00,0,0,"colm-20221027_htm.xml",1,"","Q4_2022"
"379","0001564590-22-035097",1065837,"SKECHERS USA INC",3140,"US","CA","MANHATTAN BEACH","90266","228 MANHATTAN BEACH BLVD","","3103183100","US","CA","MANHATTAN BEACH","90266","228 MANHATTAN BEACH BLVD","","US","DE",954376145,"",NA,"1-LAF",0,1231,"8-K",2022-10-31,NA,"",2022-10-25,2022-10-25 16:16:00,0,0,"skx-8k_20221025_htm.xml",1,"","Q4_2022"
"380","0001616318-22-000122",1616318,"VISTA OUTDOOR INC.",3480,"US","MN","ANOKA","55303","1 VISTA WAY","","763-433-1000","US","MN","ANOKA","55303","1 VISTA WAY","","US","DE",471016855,"",NA,"1-LAF",0,331,"8-K",2022-10-31,NA,"",2022-10-24,2022-10-24 08:38:00,0,0,"vsto-20221024_htm.xml",1,"","Q4_2022"
"381","0001616318-22-000120",1616318,"VISTA OUTDOOR INC.",3480,"US","MN","ANOKA","55303","1 VISTA WAY","","763-433-1000","US","MN","ANOKA","55303","1 VISTA WAY","","US","DE",471016855,"",NA,"1-LAF",0,331,"8-K/A",2022-10-31,NA,"",2022-10-20,2022-10-19 18:03:00,0,0,"vsto-20221019_htm.xml",1,"","Q4_2022"
"382","0001193125-23-039241",1359841,"HANESBRANDS INC.",5600,"US","NC","WINSTON-SALEM","27105","1000 EAST HANES MILL ROAD","","(336) 519-8080","US","NC","WINSTON-SALEM","27105","1000 EAST HANES MILL ROAD","","US","MD",203552316,"",NA,"1-LAF",0,1231,"8-K",2023-01-31,NA,"",2023-02-14,2023-02-14 16:30:00,0,0,"d432189d8k_htm.xml",1,"","Q1_2023"
"383","0001817358-23-000059",1817358,"ACADEMY SPORTS & OUTDOORS, INC.",5940,"US","TX","KATY","77449","1800 NORTH MASON ROAD","","(281) 646-5200","US","TX","KATY","77449","1800 NORTH MASON ROAD","","US","DE",851800912,"",NA,"1-LAF",0,131,"8-K",2023-03-31,NA,"",2023-03-16,2023-03-16 08:05:00,0,0,"aso-20230316_htm.xml",1,"","Q1_2023"
"384","0001817358-23-000062",1817358,"ACADEMY SPORTS & OUTDOORS, INC.",5940,"US","TX","KATY","77449","1800 NORTH MASON ROAD","","(281) 646-5200","US","TX","KATY","77449","1800 NORTH MASON ROAD","","US","DE",851800912,"",NA,"1-LAF",1,131,"10-K",2023-01-31,2022,"FY",2023-03-16,2023-03-16 16:05:00,0,1,"aso-20230128_htm.xml",1,"","Q1_2023"
"385","0001193125-23-071447",1065837,"SKECHERS USA INC",3140,"US","CA","MANHATTAN BEACH","90266","228 MANHATTAN BEACH BLVD","","3103183100","US","CA","MANHATTAN BEACH","90266","228 MANHATTAN BEACH BLVD","","US","DE",954376145,"",NA,"1-LAF",0,1231,"8-K",2023-02-28,NA,"",2023-03-15,2023-03-15 17:01:00,0,0,"d434065d8k_htm.xml",1,"","Q1_2023"
"386","0001193125-23-069069",1359841,"HANESBRANDS INC.",5600,"US","NC","WINSTON-SALEM","27105","1000 EAST HANES MILL ROAD","","(336) 519-8080","US","NC","WINSTON-SALEM","27105","1000 EAST HANES MILL ROAD","","US","MD",203552316,"",NA,"1-LAF",0,1231,"8-K",2023-02-28,NA,"",2023-03-13,2023-03-13 16:16:00,0,0,"d484928d8k_htm.xml",1,"","Q1_2023"
